danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,popularity
high,medium,low,medium,low,low,low,124.938,201627,medium
medium,medium,low,medium,low,low,low,120.136,201980,low
medium,medium,low,medium,low,low,medium,113.055,273684,low
medium,medium,low,low,low,low,high,90.066,193511,medium
high,high,low,low,low,low,medium,99.879,222801,low
high,medium,low,medium,low,low,high,75.016,253107,high
medium,low,low,high,low,low,low,116.76,287693,low
high,high,low,low,low,low,high,118.992,241933,high
high,high,low,low,low,low,high,118.999,237200,high
medium,low,low,high,low,low,medium,77.376,211467,medium
medium,medium,low,medium,low,low,low,137.068,198080,low
high,high,low,low,low,low,medium,114.962,219733,low
high,high,low,low,low,low,medium,129.993,262173,high
medium,medium,low,low,low,low,low,76.879,198933,medium
medium,low,low,high,low,low,medium,70.106,204267,medium
medium,low,low,high,low,low,low,122.341,233013,medium
high,high,low,low,low,medium,medium,83.996,206903,high
medium,high,low,low,low,low,medium,82.232,248337,medium
medium,medium,low,low,low,low,medium,89.404,200253,medium
high,high,low,medium,low,low,high,131.04,242973,medium
medium,high,low,low,low,low,medium,144.887,274107,medium
medium,high,low,low,low,low,high,146.094,258432,low
high,medium,low,high,low,low,low,84.958,318525,high
high,medium,low,low,low,low,high,109.725,292593,high
high,high,low,low,low,low,high,144.032,224840,high
high,high,low,low,low,medium,low,98.007,176561,low
medium,high,low,low,low,low,high,97.479,206327,low
high,high,low,low,low,low,high,107.985,166138,medium
medium,high,low,low,low,low,medium,142.011,273803,low
high,high,low,low,low,low,medium,114.955,174933,medium
medium,medium,low,low,low,low,low,109.99,249147,low
medium,medium,low,medium,low,low,medium,122.086,163294,medium
medium,medium,low,medium,low,low,medium,108.038,225053,high
medium,medium,low,medium,medium,low,medium,110.031,234000,medium
medium,medium,low,low,low,low,medium,101.934,212120,medium
high,high,low,low,low,low,low,127.081,334467,medium
low,medium,low,low,low,low,low,150.918,207253,medium
medium,medium,low,medium,low,low,medium,119.964,221360,high
medium,medium,low,high,low,low,medium,190.043,204213,medium
low,low,low,low,high,low,low,99.308,327173,low
medium,high,low,low,low,low,low,141.031,230800,low
medium,low,low,high,low,low,low,80.99,249580,medium
medium,medium,low,medium,medium,low,low,140.047,283387,low
high,low,low,high,low,low,medium,105.032,125760,medium
medium,low,low,high,low,low,medium,150.157,229787,low
medium,medium,low,high,low,low,low,106.489,252960,medium
high,medium,low,medium,low,low,high,103.921,186443,medium
medium,low,low,high,low,low,medium,80.079,183500,low
medium,medium,low,high,low,low,low,85.264,217013,low
medium,low,low,high,low,low,low,80.367,198147,high
medium,low,low,high,low,low,medium,84.948,154640,high
medium,low,low,high,low,low,high,156.848,200627,high
high,high,low,medium,low,low,high,96.063,302760,high
medium,medium,low,high,high,low,low,117.053,257533,high
medium,medium,low,low,low,low,low,111.709,278373,high
medium,medium,low,low,low,medium,low,140.284,183438,medium
medium,low,low,medium,low,low,medium,79.986,195012,medium
medium,medium,low,medium,low,low,low,79.984,268311,medium
high,medium,low,low,low,low,medium,118.04,180021,medium
medium,medium,low,low,low,low,low,101.741,276920,medium
high,high,low,low,low,low,medium,138.113,192120,high
medium,high,low,low,low,low,medium,99.933,230333,high
high,high,low,low,low,low,medium,126.999,197600,high
high,medium,low,low,low,low,medium,98.969,240080,medium
medium,high,low,low,low,low,medium,99.961,169773,medium
high,low,low,high,low,low,medium,119.93,147879,low
medium,high,low,low,low,medium,high,126.05,205933,high
high,medium,low,high,low,low,medium,124.91,229627,medium
medium,medium,low,low,low,low,medium,120.079,276813,medium
medium,medium,low,high,low,low,medium,95.969,209817,medium
medium,low,low,high,low,low,medium,77.295,191773,medium
medium,medium,low,medium,low,low,medium,86.459,162467,medium
high,medium,low,low,low,low,medium,118.005,209653,low
medium,medium,low,low,low,high,high,169.976,151693,medium
high,medium,low,low,low,low,high,131.922,219467,high
medium,high,low,low,low,low,medium,121.928,227280,medium
medium,high,low,low,low,low,medium,87.944,204067,low
high,high,low,low,low,low,low,91.959,302000,high
medium,high,low,low,low,low,high,175.996,181733,medium
medium,high,low,low,low,high,high,110.012,224173,low
medium,high,low,low,low,low,medium,91.972,225147,medium
medium,high,low,low,high,low,low,160.016,236351,medium
medium,high,low,low,low,low,medium,122.058,191379,medium
medium,medium,low,medium,high,low,low,180.005,356368,low
medium,medium,low,medium,low,low,medium,152.218,201363,low
medium,high,low,low,low,low,medium,124.991,242912,low
medium,high,low,low,low,low,medium,84.786,202533,high
medium,high,low,low,low,low,medium,166.996,245467,high
high,low,low,high,low,low,medium,136.866,209267,medium
medium,low,low,medium,low,low,medium,106.115,207227,medium
medium,medium,low,low,low,low,low,166.159,229173,high
high,high,low,low,low,low,medium,120.012,217907,medium
high,medium,low,low,low,medium,medium,111.016,200680,high
high,high,low,low,low,medium,high,158.554,250200,medium
medium,low,low,high,low,low,medium,121.143,197080,low
high,high,low,low,low,low,high,149.882,206880,low
high,high,low,medium,low,low,medium,142.014,218228,medium
medium,high,low,low,low,low,medium,130.075,257200,high
medium,medium,low,low,high,low,low,102.283,300000,low
medium,medium,low,high,low,low,low,83.48,199134,medium
medium,high,low,low,low,low,medium,139.815,180400,medium
medium,high,low,low,low,medium,low,139.969,301987,medium
medium,high,low,low,low,medium,low,174.974,200787,medium
medium,high,low,low,low,low,medium,104.973,213697,medium
medium,high,low,low,low,low,medium,114.59,261517,low
medium,high,low,low,low,low,low,140.129,226286,low
medium,high,low,low,low,medium,low,104.018,237680,medium
high,high,medium,low,low,low,high,128.064,284130,medium
high,high,low,low,low,low,medium,126.988,297986,medium
high,high,low,low,low,low,high,126.977,340341,medium
medium,high,low,low,low,low,medium,140.031,234891,medium
high,high,low,low,low,medium,high,120.006,285407,medium
high,medium,low,low,low,low,low,94.997,229747,high
medium,high,low,low,low,low,medium,122.381,214693,medium
high,medium,low,low,low,low,low,121.949,260693,medium
high,medium,low,low,low,low,medium,97.995,161633,medium
medium,high,low,low,low,low,medium,114.991,198774,high
medium,medium,low,medium,low,medium,medium,114.039,165613,medium
medium,low,low,high,low,low,medium,98.914,242234,low
medium,medium,low,high,low,low,medium,95.477,237000,medium
medium,low,low,high,low,low,medium,100.423,225920,medium
medium,high,low,low,low,low,high,176.809,179853,medium
medium,medium,low,low,low,low,low,113.835,230467,low
high,high,low,low,low,low,medium,101.978,228961,medium
high,high,low,low,low,low,medium,128.081,277577,low
medium,medium,low,high,low,low,low,172.547,218440,medium
medium,medium,low,high,low,low,high,122.366,163520,low
medium,high,low,low,low,medium,medium,82.008,215143,medium
medium,low,low,high,low,low,low,75.327,267648,low
medium,high,low,low,low,low,low,148.027,178457,medium
medium,high,low,low,low,low,medium,91.507,185194,high
high,high,low,low,low,low,medium,119.963,220800,medium
medium,high,low,low,low,low,low,108.043,223640,medium
high,high,low,low,low,low,medium,126.937,198467,low
medium,high,low,low,low,medium,high,128.11,198800,medium
high,high,low,medium,low,low,high,122.782,126947,medium
medium,medium,low,high,low,low,medium,85.157,175533,medium
medium,low,low,high,low,low,low,138.618,187173,medium
medium,high,low,low,low,medium,high,119.978,249587,medium
high,high,low,medium,low,medium,low,110.002,327853,medium
medium,high,low,low,low,medium,medium,82.503,214840,medium
medium,high,low,low,low,low,medium,127.027,192951,low
medium,high,low,medium,low,low,medium,98.368,242121,medium
medium,low,low,high,low,low,medium,172.694,253226,medium
low,low,low,high,high,low,low,145.074,185527,low
medium,low,low,high,low,low,low,88.979,192600,medium
medium,high,low,low,low,low,low,115.272,239120,medium
high,high,low,low,low,medium,high,160.517,144244,medium
medium,high,low,low,low,low,medium,124.909,203686,medium
medium,low,low,high,low,low,low,139.003,156327,low
medium,high,low,low,low,low,high,134.057,146493,medium
medium,high,low,low,high,low,medium,111.992,215017,medium
high,high,low,low,low,low,high,159.963,265693,medium
high,high,low,low,low,low,medium,103.926,201987,medium
medium,high,low,low,low,low,low,115.326,301733,medium
medium,high,low,low,low,low,medium,122.009,217360,medium
medium,high,low,low,high,low,high,132.009,218182,low
medium,high,low,low,low,low,medium,94.468,217453,medium
high,medium,low,medium,low,low,medium,100.044,316627,medium
medium,high,low,low,low,low,medium,185.221,220013,medium
medium,high,low,low,high,low,low,114.666,357693,low
medium,high,low,low,low,medium,medium,122.702,240667,medium
medium,high,low,low,medium,low,medium,129.115,197431,low
medium,high,low,low,low,low,medium,144.969,217853,low
medium,high,low,low,medium,high,low,175.038,311632,low
medium,high,low,low,low,medium,medium,122.017,167293,low
high,medium,low,low,low,low,medium,151.006,216707,medium
medium,low,low,high,high,low,low,114.807,346404,low
medium,medium,low,medium,high,low,low,108.083,251787,low
medium,medium,low,medium,high,low,low,154.113,309973,low
medium,high,low,low,low,medium,medium,147.016,201627,low
medium,high,low,low,high,low,low,120.095,220160,medium
high,high,low,low,low,low,high,119.998,204946,low
medium,high,low,low,low,low,high,95.023,194693,low
high,high,low,low,low,low,high,92.761,200173,high
medium,high,low,low,low,medium,medium,160.08,179798,low
high,high,low,low,low,low,medium,130.941,251867,low
high,high,low,low,low,low,high,117.963,229773,medium
medium,low,low,high,high,low,low,99.331,159333,medium
medium,high,low,low,medium,low,high,91.407,220200,medium
medium,high,low,low,low,low,low,92.042,204787,low
high,high,low,low,low,low,high,99.943,271413,medium
low,high,low,low,low,low,low,181.445,124427,low
high,high,low,low,low,low,high,134.983,270359,low
medium,high,low,low,low,low,high,116.981,352004,medium
medium,high,low,low,low,medium,medium,134.997,279453,medium
medium,high,low,low,low,low,high,126.129,177573,medium
high,high,medium,low,high,medium,medium,129.979,280561,medium
medium,high,low,low,low,medium,medium,133.014,201360,medium
low,high,low,low,medium,low,low,140.399,243400,low
medium,high,low,low,low,medium,medium,135.08,172520,low
high,medium,low,low,high,low,medium,127.988,336261,low
medium,high,low,low,low,low,medium,169.99,155800,low
low,low,low,high,high,low,low,93.01,268333,low
medium,high,low,low,low,low,medium,109.956,205863,medium
high,high,low,low,low,low,medium,95.999,191600,low
medium,high,low,low,low,low,medium,130.041,330577,medium
medium,high,low,low,low,medium,high,152.829,128360,medium
medium,high,low,low,medium,low,medium,112.929,215426,medium
medium,high,low,low,low,high,low,124.995,233693,medium
medium,low,low,high,high,low,low,78.551,195573,low
medium,low,low,high,high,low,low,98.76,204500,low
medium,low,low,high,high,low,low,136.129,206293,low
medium,high,low,low,low,low,medium,140.104,199387,medium
medium,high,low,low,low,low,medium,122.08,255907,medium
medium,medium,low,low,high,low,medium,127.016,315280,low
high,high,low,low,low,medium,medium,104.002,333080,low
high,medium,low,high,low,low,high,116.034,224587,medium
medium,high,low,low,low,high,low,179.911,245187,medium
medium,high,low,low,low,medium,low,172.878,180093,medium
low,medium,low,low,low,low,low,139.817,318053,low
medium,high,low,low,low,low,high,175.015,223053,high
high,high,low,low,low,low,low,100.033,225813,medium
high,medium,low,low,low,low,medium,89.998,194080,medium
high,medium,low,medium,low,low,medium,94.949,245507,medium
high,high,low,low,low,low,high,134.052,187920,high
medium,high,low,low,low,medium,high,134.007,195667,medium
medium,medium,low,low,low,low,low,99.99,221507,high
high,medium,low,high,low,low,medium,112.088,189912,medium
high,medium,low,low,low,medium,low,100.035,208000,medium
medium,high,low,low,high,low,low,115.027,314564,low
high,high,low,medium,low,low,low,109.967,231041,medium
high,high,low,low,low,low,medium,119.977,251487,medium
medium,high,low,low,low,low,medium,80.016,278206,low
high,high,low,low,low,medium,high,124.036,192124,low
high,medium,low,low,low,low,medium,124.971,232424,low
high,medium,low,medium,low,low,medium,95.029,245666,medium
medium,high,low,low,low,low,low,159.917,232495,low
medium,high,low,low,low,low,low,108.003,257140,low
high,high,low,low,low,low,medium,75.006,217520,medium
medium,medium,low,medium,low,low,low,75.023,142400,low
medium,medium,low,medium,low,low,low,167.607,234293,low
medium,medium,low,low,low,low,low,115.983,169653,medium
medium,medium,low,low,low,low,low,92.913,225920,low
medium,high,low,low,low,medium,high,120.089,236947,low
medium,medium,low,low,low,low,high,102.01,180933,medium
high,high,low,low,low,low,high,102.997,297587,high
medium,high,low,low,low,low,medium,99.973,202133,low
high,high,low,low,low,low,high,128.429,265827,medium
medium,high,low,low,low,medium,high,186.113,176346,high
medium,medium,low,high,high,high,medium,92.541,208867,low
medium,low,low,high,medium,low,low,99.48,192146,medium
low,medium,low,medium,high,low,low,73.563,158333,medium
high,medium,low,low,medium,low,medium,120.591,207453,medium
medium,high,low,low,low,low,high,130.004,195600,low
high,high,low,medium,low,low,high,130.338,145867,low
high,medium,low,low,low,low,medium,91.147,287440,high
high,high,low,low,low,low,medium,108.989,253000,medium
medium,high,low,low,low,medium,high,122.955,212627,medium
low,high,low,low,low,low,low,158.433,184040,medium
medium,high,low,low,low,low,high,146.078,258343,high
high,high,low,low,low,low,medium,131.999,197373,medium
medium,high,low,medium,low,low,medium,123.962,203253,low
medium,medium,low,low,low,low,high,76.59,303427,medium
medium,medium,low,low,low,low,low,104.001,266347,medium
medium,medium,low,low,low,low,high,125.934,266133,low
medium,medium,medium,medium,low,low,medium,160.137,222000,medium
medium,medium,low,low,low,low,high,90.725,262400,medium
high,low,medium,medium,low,low,high,100.031,178000,medium
high,medium,low,high,low,low,high,105.27,147067,low
medium,medium,low,medium,low,low,medium,86.105,143160,low
medium,high,low,low,low,low,high,217.531,144067,low
medium,medium,low,high,low,medium,high,123.843,167333,low
medium,medium,low,low,low,low,medium,125.683,179613,high
high,high,low,low,low,low,high,104.49,211067,low
medium,high,low,low,low,low,high,177.833,228200,low
medium,high,low,low,low,medium,medium,138.88,220373,low
high,high,low,low,low,medium,high,127.008,206120,low
high,high,low,low,low,low,high,130.103,215432,high
low,high,low,low,low,low,low,133.358,223880,medium
medium,medium,low,low,low,medium,low,140.167,260173,high
high,medium,low,high,low,low,high,102.598,168960,low
high,medium,low,medium,low,low,high,87.04,214880,high
high,high,low,low,low,low,high,116.035,181875,low
high,medium,low,high,low,low,high,110.84,132971,medium
medium,high,low,low,low,low,medium,120.059,241080,high
medium,high,low,low,low,low,medium,86.968,328627,medium
medium,high,low,low,low,low,high,132.785,191987,medium
medium,low,low,high,low,high,low,100.325,281919,medium
medium,high,low,low,low,low,high,122.58,244587,high
medium,low,high,medium,low,low,low,200.792,295920,medium
medium,high,low,medium,low,low,high,166.804,176013,low
medium,medium,low,low,low,high,high,188.643,131520,medium
medium,high,low,high,low,high,high,174.797,136027,high
medium,low,low,high,low,low,medium,172.521,216067,medium
high,high,low,low,low,low,medium,127.369,209547,medium
medium,high,low,low,low,high,medium,125.399,275840,medium
medium,medium,low,low,low,low,medium,141.624,273760,medium
high,high,low,low,low,low,high,127.045,237120,medium
medium,high,low,low,low,low,high,96.283,183493,low
high,medium,low,high,low,low,high,105.834,163046,medium
high,medium,low,medium,low,low,low,100.694,201880,medium
high,high,low,medium,low,low,high,119.437,242773,low
medium,high,low,low,low,low,medium,108.005,231022,low
medium,high,low,low,low,low,medium,157.044,255080,medium
medium,high,low,low,low,low,medium,127.981,222440,medium
high,medium,low,medium,low,low,high,116.626,133400,medium
medium,medium,low,low,low,low,medium,105.646,182960,medium
medium,high,low,low,low,low,high,143.837,199267,high
high,medium,low,low,low,low,high,128.439,164733,medium
medium,high,low,low,low,low,medium,131.567,280960,medium
medium,medium,low,medium,low,low,high,167.396,146480,high
high,medium,low,high,low,low,high,131.794,123707,medium
medium,medium,low,high,low,low,low,131.745,288427,high
medium,medium,low,low,low,medium,high,86.903,146973,medium
high,high,low,low,low,low,low,102.847,257427,medium
medium,high,low,low,low,low,high,167.036,183373,low
medium,high,low,medium,low,low,medium,149.818,231947,low
high,medium,low,low,low,low,high,125.035,339320,high
high,medium,low,low,low,low,medium,123.207,257053,medium
high,high,low,low,low,high,high,122.94,188613,medium
medium,high,low,low,low,low,medium,152.192,156427,medium
high,high,low,low,low,low,medium,128.084,204893,medium
medium,medium,low,medium,low,low,medium,109.942,250880,medium
medium,medium,low,medium,low,low,medium,118.486,241347,medium
medium,medium,low,low,low,low,medium,137.909,214360,low
high,high,low,low,low,low,high,115.475,220160,medium
medium,high,low,low,low,low,high,147.806,203880,medium
high,high,low,medium,low,low,medium,118.552,324423,high
medium,medium,low,medium,low,low,low,176.086,306933,medium
medium,high,low,low,low,low,medium,133.26,194427,medium
medium,low,low,high,low,low,medium,140.298,145400,low
high,medium,low,high,low,low,medium,121.12,173853,medium
medium,high,low,low,low,high,low,127.916,231573,high
high,high,low,low,low,low,high,120.752,215173,medium
medium,high,low,low,low,low,medium,99.441,204400,medium
high,medium,low,low,low,low,high,114.031,220627,high
high,high,low,low,low,low,high,138.797,251587,medium
medium,high,low,low,low,low,low,96.235,244227,medium
medium,high,low,low,low,medium,medium,111.902,261560,medium
medium,medium,low,medium,low,medium,high,117.191,160307,low
medium,high,low,low,low,low,high,116.761,301920,medium
medium,high,low,low,low,medium,medium,141.056,201627,high
medium,high,low,low,low,low,high,115.953,295987,medium
medium,low,low,high,low,low,low,105.218,232147,medium
low,medium,low,medium,high,low,low,122.446,201493,medium
high,medium,low,medium,low,low,high,120.002,154653,medium
medium,high,low,low,low,low,low,165.21,211440,medium
high,medium,low,low,low,low,high,132.109,195067,medium
low,high,low,low,low,medium,low,182.7,142947,medium
medium,low,low,high,low,low,medium,158.544,187507,medium
high,medium,low,low,low,low,high,94.992,235613,high
high,low,medium,medium,low,low,high,110.092,187120,medium
medium,high,low,low,low,low,medium,135.904,254400,medium
high,high,low,medium,low,low,high,118.263,136453,low
high,high,low,low,low,low,medium,171.76,266347,medium
high,medium,low,low,low,low,high,103.868,208173,medium
medium,high,low,low,low,low,high,158.123,199000,medium
high,high,low,low,low,low,high,137.525,252307,medium
medium,high,low,low,low,low,medium,142.064,175907,medium
medium,medium,low,medium,low,low,high,176.077,144440,low
high,high,low,low,low,low,high,122.766,151133,low
medium,medium,low,high,low,low,high,164.251,121600,medium
high,medium,low,medium,low,low,medium,120.605,274000,medium
medium,high,low,medium,low,low,high,122.909,140427,medium
high,high,low,low,low,low,high,143.04,198800,high
high,high,low,low,low,low,medium,135.039,213535,medium
medium,high,low,low,low,low,high,128.01,247960,high
high,high,low,low,low,low,high,114.98,192360,high
high,high,low,low,low,low,medium,122.984,230960,low
high,high,low,low,low,low,medium,131.951,237947,high
medium,medium,medium,low,low,low,medium,131.921,203794,medium
medium,high,low,low,low,low,high,135.018,304607,high
high,medium,low,high,low,low,medium,144.796,290316,medium
high,medium,medium,high,low,low,medium,72.348,221940,medium
medium,low,low,high,low,low,medium,180.297,257775,medium
high,medium,low,low,low,low,low,126.981,292910,medium
high,medium,medium,low,low,medium,high,155.914,206240,medium
medium,medium,low,high,low,low,medium,95.063,219683,high
medium,medium,low,medium,low,medium,low,78.442,337423,medium
high,medium,low,low,low,low,low,124.942,226494,medium
medium,medium,low,high,low,low,medium,80.08,230017,medium
medium,low,low,medium,low,medium,low,77.495,241625,medium
high,medium,low,low,low,low,medium,96.011,203650,low
medium,medium,low,medium,low,low,low,129.535,227558,medium
high,medium,low,high,high,low,low,90.838,237793,high
high,medium,low,low,low,low,medium,139.943,162586,medium
medium,medium,low,low,low,medium,low,95.746,251423,low
medium,high,low,low,low,low,medium,170.053,264104,medium
high,medium,low,medium,low,low,medium,116.0,225252,medium
medium,medium,low,high,low,low,medium,93.842,247893,medium
medium,high,low,low,low,medium,low,91.02,225866,medium
high,medium,low,low,low,low,medium,102.018,170000,low
high,medium,low,low,low,low,medium,164.032,203251,medium
high,medium,low,low,low,low,high,105.727,252360,low
high,low,low,low,low,low,low,99.991,177573,low
high,medium,low,low,low,low,medium,111.98,298941,high
low,medium,low,medium,low,low,low,182.665,341000,medium
high,medium,low,medium,low,low,high,82.53,160597,medium
medium,medium,low,low,low,low,low,90.955,224280,medium
medium,medium,low,medium,low,high,medium,104.02,226024,medium
high,medium,low,low,low,low,medium,113.977,207632,low
high,medium,low,low,low,low,medium,95.031,172893,medium
medium,medium,low,low,low,medium,medium,99.943,227977,low
high,medium,low,medium,low,low,medium,121.996,192846,medium
medium,high,low,low,low,low,low,82.023,234880,low
high,medium,low,medium,low,low,medium,101.973,185765,medium
high,medium,low,low,low,low,medium,97.995,161633,low
medium,high,low,low,low,low,low,100.088,178634,medium
medium,high,low,low,low,low,low,126.047,234286,medium
high,high,low,low,low,low,medium,90.004,184248,medium
high,high,low,low,low,low,medium,105.922,213320,low
high,medium,low,low,low,low,low,117.982,233115,medium
medium,high,low,low,low,low,medium,123.07,203000,low
medium,high,low,low,low,low,low,128.019,210816,low
high,high,low,low,low,low,low,116.977,265938,low
medium,high,low,low,low,low,medium,118.041,185893,medium
medium,high,low,low,low,medium,medium,104.988,201257,low
high,high,low,low,low,low,high,121.03,193613,high
high,high,low,low,low,low,medium,115.988,208088,low
high,high,low,low,low,low,medium,119.041,225850,low
high,medium,low,low,low,low,low,115.016,208920,low
high,high,low,low,low,low,high,101.018,223413,medium
medium,high,low,low,low,low,medium,122.035,258559,medium
high,medium,low,low,low,low,medium,118.005,226780,medium
high,medium,low,low,medium,low,medium,125.987,154000,medium
high,high,low,low,low,low,high,124.994,202999,high
high,high,low,medium,low,low,low,127.994,220265,low
medium,high,low,low,low,low,low,106.017,232627,medium
high,high,low,low,low,low,low,108.028,200469,medium
medium,high,low,low,low,low,medium,123.945,240000,medium
medium,high,low,low,low,medium,medium,124.514,195852,medium
high,high,low,low,low,low,medium,123.936,182720,medium
high,medium,low,low,low,low,medium,104.961,206653,medium
medium,high,low,low,low,low,low,160.017,301500,medium
high,high,low,low,low,low,medium,103.06,245447,low
medium,high,low,low,low,low,medium,123.972,252034,medium
medium,high,low,low,low,low,low,134.956,191331,medium
high,medium,low,medium,low,low,medium,121.996,192846,medium
medium,high,low,low,low,low,medium,193.67,192444,low
medium,high,low,medium,medium,medium,low,171.019,171037,medium
medium,high,low,low,high,low,low,87.002,224346,low
high,high,low,low,medium,medium,high,125.007,238080,medium
high,medium,low,low,high,low,medium,122.965,216585,medium
high,high,low,low,low,medium,medium,126.066,169758,low
medium,high,low,low,high,low,low,124.999,250560,medium
high,high,low,low,low,medium,medium,125.989,207293,medium
medium,high,low,low,low,low,low,144.951,237931,low
medium,high,low,low,low,low,low,124.976,220800,medium
low,high,low,low,high,low,low,175.053,315190,low
medium,high,low,low,high,low,medium,125.052,203528,low
medium,medium,low,low,low,low,medium,150.103,163953,medium
medium,high,low,low,medium,high,low,129.948,206055,low
medium,high,low,low,high,low,medium,174.988,335376,low
medium,medium,low,low,low,low,medium,125.043,228155,medium
medium,high,low,low,low,low,medium,93.117,175517,low
medium,high,low,low,high,low,low,173.993,298031,medium
medium,high,low,low,high,low,medium,89.958,205667,low
high,high,low,low,medium,high,low,127.943,174375,low
medium,medium,low,low,low,medium,low,90.007,235861,medium
medium,high,low,low,high,medium,medium,149.978,214400,low
medium,high,low,low,low,low,medium,169.933,256139,low
medium,high,low,low,medium,high,low,112.556,240400,low
medium,high,low,low,low,low,low,135.018,310202,low
high,high,low,low,high,low,low,125.999,245714,low
high,high,low,low,medium,low,high,125.006,248007,medium
medium,high,low,low,low,low,high,164.899,217708,medium
medium,high,low,low,low,medium,high,108.036,254613,medium
medium,high,low,low,low,low,medium,185.966,266813,medium
medium,high,low,low,low,low,low,95.036,188613,low
medium,high,low,low,low,low,low,128.004,235587,medium
medium,high,low,low,low,low,low,126.913,275800,low
medium,high,low,low,low,high,high,133.992,220173,low
medium,high,low,low,low,low,medium,117.969,251213,low
high,high,low,low,low,low,high,135.92,212130,medium
medium,high,low,low,low,low,medium,126.971,216320,low
medium,high,low,low,low,low,medium,119.976,256987,low
medium,high,low,low,low,medium,medium,128.83,224440,low
medium,high,low,low,low,low,high,128.09,282880,low
medium,high,low,low,low,low,high,121.08,222714,medium
medium,high,low,low,low,medium,medium,139.974,171493,low
medium,high,low,low,low,low,high,150.02,202733,low
high,high,low,low,low,low,medium,138.972,194880,medium
medium,high,low,low,low,low,medium,142.987,216773,medium
high,high,low,low,low,low,high,131.959,215693,medium
medium,high,low,low,low,low,medium,125.981,219067,low
medium,high,low,low,low,low,high,121.08,222714,medium
medium,high,low,low,low,low,medium,142.987,216773,medium
medium,high,low,low,low,medium,medium,162.998,183240,medium
medium,high,low,low,low,medium,low,120.011,192693,low
medium,high,low,low,low,low,high,129.995,210787,low
medium,high,low,low,low,low,high,119.987,172293,medium
medium,high,low,low,low,low,medium,135.546,200067,low
medium,high,low,low,low,medium,medium,124.959,229013,low
high,high,low,low,low,low,medium,123.05,163760,low
medium,high,low,low,low,low,medium,147.524,229227,low
medium,high,low,low,low,low,medium,172.112,244760,low
medium,high,low,low,low,low,medium,145.022,220213,low
medium,high,low,low,low,medium,medium,112.255,220920,low
high,high,low,low,low,medium,high,118.011,231760,low
medium,medium,low,low,low,low,high,93.974,205267,low
high,high,low,low,low,low,high,104.045,201187,low
high,high,low,low,low,low,high,116.497,234933,low
medium,high,low,low,low,low,medium,147.967,158040,low
high,high,low,low,low,medium,high,124.998,235480,low
medium,medium,low,low,low,low,high,92.489,137027,low
medium,high,low,low,low,low,high,150.006,164624,low
medium,low,low,medium,low,medium,low,104.073,126733,low
medium,high,low,low,low,low,medium,133.975,228187,low
medium,high,low,low,low,low,medium,147.924,220773,medium
medium,high,low,low,low,medium,medium,115.976,255240,low
medium,high,low,low,low,high,medium,159.983,176973,low
high,high,low,low,low,low,high,130.028,249960,low
medium,high,low,low,low,high,medium,135.135,188627,low
medium,high,low,low,low,low,high,126.044,207173,low
medium,high,low,low,low,medium,medium,180.137,181280,low
medium,high,low,low,low,low,low,136.033,201173,low
medium,high,low,low,low,low,high,132.018,255600,medium
low,high,low,low,low,low,high,167.463,202667,medium
medium,high,low,low,low,low,high,125.536,250067,medium
medium,high,low,low,low,low,high,97.894,281467,medium
low,high,low,low,low,medium,medium,176.896,263432,medium
medium,high,low,low,low,low,medium,101.536,277680,medium
medium,high,low,low,low,low,medium,148.996,275227,medium
medium,medium,low,medium,low,low,high,122.397,257027,medium
high,high,low,low,low,low,high,150.122,200667,medium
high,medium,low,low,low,low,high,121.422,207960,medium
high,medium,low,low,low,low,high,130.288,233733,medium
medium,high,low,low,low,low,medium,94.438,186600,medium
medium,high,low,low,low,low,high,168.875,222933,medium
medium,medium,low,low,low,low,high,97.955,282640,medium
medium,medium,low,high,low,low,high,100.063,173867,low
medium,high,low,low,low,low,medium,111.955,207133,medium
medium,medium,low,low,low,low,high,123.257,242133,medium
medium,high,low,low,low,low,medium,147.546,238960,medium
medium,high,low,low,low,low,high,105.251,242307,medium
medium,high,low,low,low,low,high,131.891,219360,medium
low,high,low,low,low,medium,high,150.851,195280,low
medium,high,low,low,low,low,high,140.874,195760,medium
low,high,low,low,low,low,medium,142.92,154667,medium
medium,medium,low,low,low,low,medium,79.707,297800,medium
high,high,low,low,low,low,high,153.389,339383,medium
medium,low,low,high,low,medium,medium,151.209,273213,medium
high,high,low,low,low,low,high,109.016,255733,low
medium,medium,low,low,low,low,medium,119.811,237533,medium
medium,high,low,low,medium,low,high,173.186,348040,medium
medium,high,low,low,low,low,medium,123.928,204733,medium
medium,high,low,low,low,low,medium,185.923,239853,medium
medium,high,low,low,low,low,medium,78.157,309533,medium
high,medium,low,high,low,low,high,85.962,323427,low
medium,high,low,low,low,medium,high,169.869,266466,medium
high,medium,low,low,low,low,high,115.964,302640,medium
medium,high,low,low,low,low,medium,127.746,312200,medium
medium,high,low,low,low,high,high,183.8,238667,medium
medium,high,low,low,low,low,high,154.001,236787,medium
medium,high,low,low,low,low,high,118.001,227933,medium
medium,high,low,low,low,low,high,185.965,243200,medium
high,high,low,low,low,low,high,125.039,244840,medium
low,high,low,low,low,medium,high,202.18,248707,medium
medium,high,low,low,low,low,high,99.37,248080,medium
medium,high,low,low,low,medium,high,118.09,175773,medium
medium,medium,low,low,low,low,high,190.415,234160,medium
